MO	Investigador	AVISTAJE	FOCAL_SAMPLE	ANIMAL_FOCAL	Especie	Anio	Date	Time	TOTAL	KU	KA	KI	KO	KK	PE	PL	PI	PA	BA	BO	BL	DL	DB	DN	DE	VI	VT	VN	RA	RK	KY	WA	PK	MO	NW	KL	AM	SAM	JM	IM	AF	SAF	JF	IF	AX	SAX	JX	IX	XX	TotalAM	TotalAF	TOTAL	tipo_subg
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	13:45	13	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	14:00	13	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	14:15	13	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	14:30	13	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	14:45	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	15:00	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	15:15	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	15:30	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	15:45	7	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	16:00	7	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	16:15	7	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	16:30	7	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	16:45	7	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	mixto
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	17:00	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	hembras
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	17:15	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	hembras
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	17:30	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	hembras
MO06185	Rebecca_Rimbach	AV06303	FS06242	Bachue	Ateles_hybridus	2011	17-01-2011	17:45	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	hembras
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	7:50	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	8:00	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	8:15	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	8:30	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	8:45	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	9:00	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	9:15	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	9:30	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	9:45	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	10:00	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	10:15	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	10:30	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	10:45	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	11:00	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	11:15	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	11:30	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	11:45	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	12:00	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	12:15	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	12:30	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	12:45	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	13:00	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	13:15	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	13:30	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	13:45	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	14:00	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	14:15	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	14:30	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	14:45	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	15:00	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	15:15	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	15:30	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	15:45	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	16:00	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	16:15	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	16:30	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	16:45	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	17:00	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	17:15	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06186	Rebecca_Rimbach	AV06305	FS06243	Pepa	Ateles_hybridus	2011	18-01-2011	17:30	13	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	7:21	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	7:45	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	8:00	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	8:15	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	8:30	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	8:45	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	9:00	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	9:15	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	9:30	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	9:45	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	10:00	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	10:15	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	10:30	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	10:45	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	11:00	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	11:15	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	11:30	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	11:45	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	12:00	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	12:15	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	12:30	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	12:45	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	13:00	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	13:15	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	13:30	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	13:45	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	14:00	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	14:15	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	14:30	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	14:45	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	15:00	16	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	15:15	12	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	15:30	12	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	15:45	12	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	16:00	12	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	mixto
MO06189	Rebecca_Rimbach	AV06310	FS06246	Nawal	Ateles_hybridus	2011	21-01-2011	16:15	15	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	8	mixto
