year	mes	month	periodo	median	mean	max	variance	sd	n.dias	n.registros	medianf	meanf	maxf	variancef	sdf	medianm	meanm	maxm	variancem	sdm	area_m2	area_m2_ha	fruits_comp	fruits_comp_indiv	fruits_comp_q	area_m2_p	area_m2_np	area_m2_10g	avg_fis_rate	sd_fis	avg_fus_rate	sd_fus	p_M	sd_M	p_F	sd_F
2010	Jun	6	p2	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010	Jul	7	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.152097902	0.136774371	0.847902098	0.136774371
2010	Jul	7	p2	3	3.128813559	8	3.901717975	1.975276683	11	295	1	1.386440678	NA	NA	NA	NA	NA	NA	NA	NA	1.115357599	0.212449066	69.75	NA	69.76284585	0.464636149	0.65072145	0.885113917	0.013513514	0.038221988	0.09661628	0.13914018	0.304982818	0.460491772	0.695017182	0.460491772
2010	Ago	8	p1	3	4.306620209	14	16.75880217	4.093751601	8	287	3	2.808362369	8	5.001608148	2.236427541	1	1.49825784	6	4.495626325	2.120289208	1.180525408	0.224861982	60.59	0.753034085	67.31843575	0.508652248	0.67187316	0.54556031	0.067307692	0.082007868	0.118589744	0.148546541	0.356508481	0.330929346	0.643491519	0.330929346
2010	Ago	8	p2	2	2.475806452	7	2.906294894	1.704785879	10	248	1	1.524193548	8	5.001608148	2.236427541	1	1.49825784	6	4.495626325	2.120289208	0.656218846	0.124994066	60.59	0.700166186	56.22032289	0.541810219	0.114408627	0.534877026	0.065606056	0.065982154	0.170338488	0.147695875	0.395526114	0.411727239	0.604473886	0.411727239
2010	Sep	9	p1	2	2.478964401	12	6.146471651	2.479207868	10	309	2	1.841423948	7	2.062434329	1.436117798	0	0.637540453	5	1.588975749	1.260545814	0.882688166	0.168131079	55.44	0.527554666	45.75860397	0.43038933	0.452298836	0.469171444	0.043478261	0.086956522	0.088772097	0.065241498	0.209584087	0.23476884	0.790415913	0.23476884
2010	Sep	9	p2	NA	NA	NA	NA	NA	0	0	NA	NA	7	2.062434329	1.436117798	0	0.637540453	5	1.588975749	1.260545814	3.030009135	0.577144597	55.44	0.502879102	77.15846995	0.241208321	2.788800814	0.730073036	NA	NA	NA	NA	NA	NA	NA	NA
2010	Oct	10	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.374318156	0.261774887	78.34	0.732240945	87.71043771	0.114522205	1.259795951	0.581099639	0.074074074	0.10475656	0.159180457	0.015602041	0.106278935	0.140912305	0.893721065	0.140912305
2010	Oct	10	p2	2	4.06372549	9	8.247150584	2.871785261	8	204	2	2.838235294	NA	NA	NA	NA	NA	NA	NA	NA	1.607404105	0.30617221	78.34	0.881206854	55.48654244	0.239563741	1.367840365	0.765386652	0	0	0.176191919	0.106391377	0.334846716	0.279760576	0.665153284	0.279760576
2010	Nov	11	p1	6	6.348122867	11	11.14551872	3.338490486	8	293	5	5.252559727	9	6.435995138	2.536926317	1	1.09556314	3	0.977137781	0.988502798	3.026895699	0.576551562	77.62	0.570364731	69.16932907	0.043795227	2.983100472	2.195446938	0	NA	0.266666667	NA	0	0	1	0
2010	Nov	11	p2	8	6.834645669	11	7.980377453	2.824956186	6	127	6	4.763779528	9	6.435995138	2.536926317	1	1.09556314	3	0.977137781	0.988502798	3.457954867	0.65865807	77.62	0.714179494	90.95477387	0.093331743	3.364623124	1.282631906	0	0	0.232323232	0.014284985	0.288948541	0.159481613	0.711051459	0.159481613
2010	Dic	12	p1	3.5	3.573529412	6	2.904960492	1.704394465	4	68	3	2.867647059	5	2.862818262	1.691986484	1	0.705882353	2	0.330114135	0.574555598	5.083588384	0.968302549	82.41	0.906059701	81.64251208	0.288408121	4.795180263	2.269902205	0	NA	0.363636364	NA	0.209586466	0.299433068	0.790413534	0.299433068
2010	Dic	12	p2	NA	NA	NA	NA	NA	0	0	NA	NA	5	2.862818262	1.691986484	1	0.705882353	2	0.330114135	0.574555598	NA	NA	NA	0.668887147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011	Ene	1	p1	6	4.882352941	9	7.110294118	2.666513476	2	17	5	4.470588235	8	6.889705882	2.624824924	0	0.411764706	2	0.382352941	0.618346942	2.569253066	0.489381536	88.89	1	88	0.156922849	2.412330217	0.258102713	0.1	NA	0.2	NA	0.048482317	0.128657858	0.951517683	0.128657858
2011	Ene	1	p2	3	2.735294118	6	0.884108867	0.940270635	3	68	1	1.029411765	8	6.889705882	2.624824924	0	0.411764706	2	0.382352941	0.618346942	2.157633521	0.410977814	88.89	0.666666667	89.10891089	0.197898318	1.959735203	0.277794653	0.244897959	NA	0.244897959	NA	0.656127451	0.179040756	0.343872549	0.179040756
2011	Feb	2	p1	7	6.806451613	13	14.69394178	3.833267768	7	124	3	3.75	9	8.514227642	2.917914948	3	3.056451613	6	3.240689746	1.800191586	3.556223033	0.677375816	90.5	0.57979798	81.14754098	0.280741056	3.275481977	0.31457242	0.101135762	0.094544108	0.237588983	0.083624988	0.376242051	0.32839267	0.623757949	0.32839267
2011	Feb	2	p2	6	7.043478261	15	20.49264822	4.526880628	8	276	5	5.34057971	9	8.514227642	2.917914948	3	3.056451613	6	3.240689746	1.800191586	4.315489793	0.821998056	90.5	0.826781824	94.78417266	0.275171793	4.040318	1.34400189	0.158172686	0.171430717	0.257976704	0.181458605	0.223708317	0.197514642	0.776291683	0.197514642
2011	Mar	3	p1	4	6.138554217	17	19.01397736	4.360501962	9	332	3	4.231927711	11	8.680186001	2.946215539	1	1.906626506	6	4.658928766	2.158455181	2.860575637	0.54487155	92.2	0.925571333	97.57462687	0.323043582	2.537532055	0.993596054	0.221525628	0.277676361	0.201300207	0.111773184	0.469402985	0.416915685	0.530597015	0.416915685
2011	Mar	3	p2	5	5.788732394	15	15.1749076	3.895498377	6	142	4	4.063380282	11	8.680186001	2.946215539	1	1.906626506	6	4.658928766	2.158455181	3.985970298	0.759232438	92.2	0.974484294	84.09090909	0.392154372	3.593815926	1.162391638	0.114797804	0.082581221	0.300997502	0.209588862	0.388050525	0.368989993	0.611949475	0.368989993
2011	Abr	4	p1	3	3.872881356	10	8.043531798	2.836112092	5	118	3	2.940677966	7	4.244314066	2.06017331	0.5	0.93220339	3	1.362885702	1.167426958	4.47541139	0.852459312	94.75	0.934446506	95.40540541	0.277143608	4.198267782	1.99759637	0.12541806	0.165058441	0.317233917	0.423154071	0.492929293	0.384566486	0.507070707	0.384566486
2011	Abr	4	p2	2	2.784053156	9	2.549878184	1.5968338	9	301	1	1.641196013	7	4.244314066	2.06017331	0.5	0.93220339	3	1.362885702	1.167426958	1.930139096	0.367645542	94.75	0.984386201	94.29198683	0.634359315	1.295779781	0.97200427	0.194025887	0.048460107	0.08700698	0.086069045	0.326467331	0.382472766	0.673532669	0.382472766
2011	May	5	p1	1	1.572327044	5	0.857528322	0.926028251	7	318	1	1.238993711	4	0.876455767	0.936192163	0	0.333333333	4	0.412197687	0.642026235	2.212355471	0.421401042	82.98	0.853891637	84.71794872	0.756422174	1.455933297	1.227263019	0.13391456	0.234076832	0.142890717	0.234702491	0.332329452	0.378072901	0.667670548	0.378072901
2011	May	5	p2	2	2.185483871	5	1.123351182	1.059882626	10	248	1	1.100806452	4	0.876455767	0.936192163	0	0.333333333	4	0.412197687	0.642026235	1.652576227	0.314776424	82.98	0.888772918	80.90692124	0.993112632	0.659463595	1.247962684	0.235998076	0.064959018	0.182241462	0.068048857	0.537365591	0.430883613	0.462634409	0.430883613
2011	Jun	6	p1	1	1.590361446	4	0.488686453	0.699061123	5	83	1	1.204819277	4	0.60387893	0.777096474	0	0.385542169	1	0.239788422	0.48968196	3.506146072	0.667837347	79.41	0.775970955	78.515625	0.374709686	3.131436386	2.076487289	0.118055556	0.009820928	0.1875	0.265165043	0.259656085	0.285088477	0.740343915	0.285088477
2011	Jun	6	p2	1	1.267716535	3	0.276965379	0.526275004	5	127	0	0.559055118	4	0.60387893	0.777096474	0	0.385542169	1	0.239788422	0.48968196	3.070547009	0.584866097	79.41	0.794179894	79.87421384	0.580648644	2.489898365	1.203840245	0.116883117	0.141473027	0.124647092	0.08478241	0.547244094	0.481536359	0.452755906	0.481536359
2011	Jul	7	p1	1	2.009433962	5	2.018867925	1.420868722	8	212	1	1.226415094	3	0.886881874	0.94174406	0	0.783018868	3	0.881606009	0.938938768	0.673645035	0.12831334	67.53	0.576759543	75.2293578	0.290891261	0.382753774	0.290891261	0.234921764	0.276782941	0.171201762	0.116086036	0.491764706	0.431071502	0.508235294	0.431071502
2011	Jul	7	p2	2	1.75862069	4	0.523313815	0.723404323	10	319	0	0.357366771	3	0.886881874	0.94174406	0	0.783018868	3	0.881606009	0.938938768	0.475246594	0.090523161	67.53	0.821135813	61.90028222	0.276477637	0.198768957	0.273025795	0.091972355	0.102666563	0.129340961	0.118504217	0.782915361	0.341239826	0.217084639	0.341239826
2011	Ago	8	p1	2	1.890804598	5	1.196099927	1.093663535	8	174	0	0.385057471	2	0.4809315	0.693492249	1	1.505747126	3	0.575111288	0.758360922	0.811634222	0.154596995	66.53	0.568735291	70.90592334	0.26560985	0.546024373	0.259372478	0.069387755	0.082579542	0.130612245	0.192717619	0.346869712	0.451863819	0.653130288	0.451863819
2011	Ago	8	p2	3	3.871794872	13	8.783457403	2.963689829	6	156	1	1.179487179	2	0.4809315	0.693492249	1	1.505747126	3	0.575111288	0.758360922	1.47377601	0.28071924	66.53	0.594097222	64.03425309	0.331904993	1.141871017	0.447760576	0.226790987	0.204543255	0.311386391	0.174585994	0.731136118	0.275517303	0.268863882	0.275517303
2011	Sep	9	p1	1	2.453846154	10	6.528861061	2.555163608	5	130	1	1.238461538	6	2.617113894	1.617749639	1	1.215384615	4	1.317590936	1.14786364	1.994631644	0.379929837	63.9	0.620790965	67.9245283	0.329803548	1.664828096	0.620851678	NA	NA	NA	NA	0.618181818	0.368056747	0.381818182	0.368056747
2011	Sep	9	p2	4	4.207920792	9	4.386336634	2.094358287	7	101	2	2.326732673	6	2.617113894	1.617749639	1	1.215384615	4	1.317590936	1.14786364	2.277634745	0.43383519	63.9	0.602654262	59.58702065	0.326363941	1.951270804	0.546101644	0.173913043	0.245950185	0.074074074	0.10475656	0.489863272	0.36503942	0.510136728	0.36503942
2011	Oct	10	p1	2	5.31092437	13	19.317761	4.395197493	6	119	2	2.899159664	6	5.515168779	2.348439648	2	2.411764706	7	5.78664008	2.405543614	2.766468436	0.526946369	76.96	0.757581454	76.5578635	0.353160293	2.413308143	0.970177651	0.119813953	0.119690244	0.101209302	0.093000928	0.466281062	0.323258168	0.533718938	0.323258168
2011	Oct	10	p2	6	5.585365854	9	6.448780488	2.539444917	2	41	3	2.731707317	6	5.515168779	2.348439648	2	2.411764706	7	5.78664008	2.405543614	4.441447034	0.845989911	76.96	0.729990843	82.60869565	0.266157584	4.17528945	2.086073593	0.19047619	NA	0.571428571	NA	0.589005033	0.213428146	0.410994967	0.213428146
2011	Nov	11	p1	3	3.671641791	9	4.041746156	2.01040945	6	134	2	2.410447761	6	2.303950174	1.517876864	1	1.26119403	4	1.923745932	1.386991684	2.497660142	0.475744789	78.07	0.834821429	80.27613412	0.066932705	2.430727437	0.545240047	0.073333333	0.168522995	0.100061728	0.114604946	0.300091181	0.35889281	0.699908819	0.35889281
2011	Nov	11	p2	5	6.040723982	16	15.28469766	3.909564893	8	221	4	3.859728507	6	2.303950174	1.517876864	1	1.26119403	4	1.923745932	1.386991684	2.411316285	0.45929834	78.07	0.665298297	76.29382304	0.114745775	2.296570509	0.432477793	0.072777051	0.094089126	0.367783197	0.324613487	0.389695498	0.275025211	0.610304502	0.275025211
2011	Dic	12	p1	8	9	15	26.84210526	5.180936717	4	77	5	5.571428571	10	13.82706767	3.718476525	3	3.428571429	6	3.327067669	1.824025128	3.138460332	0.597801968	91.33	0.620585207	100	0.067035589	3.071424744	0.696294407	0.106452456	0.073408958	0.264054336	0.192436548	0.260662845	0.283119762	0.739337155	0.283119762
2011	Dic	12	p2	2	4.633333333	14	13.99888424	3.741508284	8	240	1	2.608333333	10	13.82706767	3.718476525	3	3.428571429	6	3.327067669	1.824025128	2.122687911	0.404321507	91.33	1	89.97821351	0.097457374	2.025230537	0.505226708	0.074801027	0.077474231	0.109553213	0.122701011	0.478219246	0.101981281	0.521780754	0.101981281
2012	Ene	1	p1	9	7.970930233	14	15.61903305	3.952092237	6	172	6	4.494186047	8	7.514585883	2.7412745	3	3.476744186	6	2.987760098	1.728513841	1.841735548	0.350806771	94.19	0.899782135	93.37016575	0.099254839	1.742480708	0.478463142	0.063485923	0.059432402	0.132172792	0.149812789	0.417964792	0.308454543	0.582035208	0.308454543
2012	Ene	1	p2	9	9.913194444	17	25.98198558	5.097252748	8	288	5	5.885416667	8	7.514585883	2.7412745	3	3.476744186	6	2.987760098	1.728513841	2.641204743	0.503086618	94.19	0.949677141	94.71698113	0.117668751	2.523535992	0.393750227	0.09739946	0.111906519	0.209162788	0.143957713	0.432079628	0.169218637	0.567920372	0.169218637
2012	Feb	2	p1	7	7.657534247	17	26.55777043	5.153423176	6	146	5	4.952054795	10	10.9838923	3.314195574	2	2.705479452	7	5.2161077	2.283879966	2.458941343	0.46836978	91.49	0.873531448	90.19607843	0.121095061	2.337846282	0.459817365	0.191721133	0.061621506	0.117647059	0.166378066	0.504458212	0.378262716	0.495541788	0.378262716
2012	Feb	2	p2	7	7.354497354	17	16.81299033	4.100364658	9	378	5	4.333333333	10	10.9838923	3.314195574	2	2.705479452	7	5.2161077	2.283879966	3.32816984	0.633937112	91.49	0.820317573	91.94499018	0.130209058	3.197960782	1.105955855	0.119490371	0.104376838	0.256575988	0.197372532	0.451209423	0.306538214	0.548790577	0.306538214
2012	Mar	3	p1	10	9.245283019	16	17.88098694	4.228591602	1	53	5	5.528301887	10	15.67706821	3.959427764	5	3.716981132	6	4.360667634	2.088221165	4.276598442	0.814590179	96.22	0.884737429	94.7826087	0.204240156	4.072358287	1.934228497	0.077160494	0.074266725	0.280389364	0.189603673	0.655202375	0.276695639	0.344797625	0.276695639
2012	Mar	3	p2	6	6.483146067	16	21.50255363	4.637084604	5	89	3	3.707865169	10	15.67706821	3.959427764	5	3.716981132	6	4.360667634	2.088221165	2.827225893	0.538519218	96.22	0.666666667	96.95945946	0.178940546	2.648285347	0.760726665	0.217338217	0.231938816	0.362970363	0.208792005	0.456297588	0.322892799	0.543702412	0.322892799
2012	Abr	4	p1	5	6.322115385	17	21.67912419	4.656084642	13	416	1	2.694711538	10	7.923441844	2.814860893	4	3.627403846	7	7.125897822	2.669437735	3.110032586	0.592387159	91.78	0.961148649	92.34608985	0.202811786	2.9072208	1.330272362	0.142203908	0.075152394	0.271375967	0.155107968	0.678408843	0.316726319	0.321591157	0.316726319
2012	Abr	4	p2	2	3.886567164	13	12.37631602	3.517998866	11	335	2	2.265671642	10	7.923441844	2.814860893	4	3.627403846	7	7.125897822	2.669437735	1.862605999	0.354782095	91.78	0.945926911	90.33189033	0.175244567	1.687361432	0.553557789	0.064965547	0.082212684	0.226375493	0.172725072	0.237913753	0.332270487	0.762086247	0.332270487
2012	May	5	p1	4	4.348130841	15	13.27664755	3.643713429	10	428	1	1.5	8	3.641686183	1.908320252	3	2.848130841	7	6.194680339	2.488911477	0.930507033	0.177239435	80.39	0.925340198	82.0035461	0.263064984	0.66744205	0.35176968	0.095238095	0.134687006	0.345238095	0.218866385	0.2879329	0.414474552	0.7120671	0.414474552
2012	May	5	p2	2	3.886315789	14	11.84358872	3.441451542	11	475	2	2.223157895	8	3.641686183	1.908320252	3	2.848130841	7	6.194680339	2.488911477	0.635512768	0.121050051	80.39	0.740098121	78.03030303	0.19106689	0.444445878	0.305077545	0.16902584	0.174459133	0.250571063	0.178840984	0.343354978	0.35225747	0.656645022	0.35225747
2012	Jun	6	p1	3	3.012987013	8	3.304518398	1.817833435	11	385	1	1.028571429	4	1.059077381	1.029114853	2	1.984415584	5	3.312256494	1.819960575	1.507656213	0.287172612	81.66	0.778289572	81.70347003	0.168173531	1.339482682	1.377893381	0.292063492	0.255787138	0.4	0.352766841	0.62972973	0.389239127	0.37027027	0.389239127
2012	Jun	6	p2	2	2	2	0	0	1	9	0	0	4	1.059077381	1.029114853	2	1.984415584	5	3.312256494	1.819960575	1.559370222	0.297022899	81.66	0.77032972	NA	0.212491306	1.346878916	1.099878537	NA	NA	NA	NA	1	0	0	0
2012	Jul	7	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.779960154	0.52951622	86.76	NA	NA	0.265510637	2.514449518	0.656216468	0.407738095	0.307254732	0.44047619	0.084179379	0.766618996	0.234652125	0.233381004	0.234652125
2012	Jul	7	p2	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.734876893	0.330452742	86.76	NA	86.11111111	0.169428816	1.565448077	0.364489289	NA	NA	NA	NA	NA	NA	NA	NA
2012	Ago	8	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.186488071	0.225997728	57.28	0.657278763	62.94820717	0.128135652	1.058352419	0.125389514	0.184587814	0.103911749	0.360215054	0.038016494	0.474087145	0.332809116	0.525912855	0.332809116
2012	Ago	8	p2	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.396575454	0.075538182	57.28	0.783285405	55.30201342	0.149906968	0.246668486	0.15530957	NA	NA	NA	NA	NA	NA	NA	NA
2012	Sep	9	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.380477716	0.072471946	69.69	0.654880967	67.695962	0.132999826	0.247477889	0.237491385	0.201388889	0.109654808	0.149305556	0.113047365	0.543033289	0.373232618	0.456966711	0.373232618
2012	Sep	9	p2	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.829919945	0.15807999	69.69	0.73014679	71.21588089	0.162219846	0.667700099	0.337344428	NA	NA	NA	NA	NA	NA	NA	NA
2012	Oct	10	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.020535917	0.194387794	75.41	0.647302322	76.19047619	0.087324948	0.933210969	0.287390722	0.047619048	0.095238095	0.19534632	0.217489389	0.189956567	0.294962404	0.810043433	0.294962404
2012	Oct	10	p2	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.319509352	0.251335115	75.41	0.696356482	NA	0.068322887	1.251186465	0.314599337	NA	NA	NA	NA	NA	NA	NA	NA
2012	Nov	11	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.725325022	0.328633338	67.12	NA	57.59312321	0.080510604	1.644814418	0.450477606	0.243232865	0.164607449	0.353232685	0.153913312	0.586119436	0.371003938	0.413880564	0.371003938
2012	Nov	11	p2	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.086345775	0.778351576	67.12	0.500096281	78.45117845	0.147945483	3.938400292	0.443502076	NA	NA	NA	NA	NA	NA	NA	NA
2012	Dic	12	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.833254986	0.539667616	82.53	0.691062339	83.66533865	0.148201074	2.685053912	0.36422455	0.094535829	0.093060141	0.158063906	0.143178063	0.249137336	0.332146447	0.750862664	0.332146447
2012	Dic	12	p2	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.634642429	0.501836653	82.53	0.774422224	77.14285714	0.210203648	2.424438781	0.857772801	NA	NA	NA	NA	NA	NA	NA	NA
2013	Ene	1	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.791346154	NA	NA	NA	NA	0.1875	NA	0.75	NA	0.687428571	0.110376157	0.312571429	0.110376157
2013	Ene	1	p2	3	4.130327869	11	13.02894001	3.609562301	11	1220	1	2.309016393	NA	NA	NA	NA	NA	NA	NA	NA	1.637559982	0.311916187	94.13	NA	94.18070444	0.232486201	1.405073781	0.486353173	0.172482311	0.163280927	0.309226213	0.158777601	0.370122622	0.308373336	0.629877378	0.308373336
2013	Feb	2	p1	2	3.213910761	11	5.805693227	2.409500618	6	762	1	1.711286089	5	2.040056425	1.428305438	1	1.502624672	6	3.070295336	1.752225823	1.570927136	0.299224216	89.26	0.920419241	89.77853492	0.2778276	1.293099536	0.785875297	0.224743828	0.229126682	0.309292301	0.15956168	0.453115001	0.378752161	0.546884999	0.378752161
2013	Feb	2	p2	2	3.011350738	10	7.138507378	2.671798529	8	881	1	1.489216799	5	2.040056425	1.428305438	1	1.502624672	6	3.070295336	1.752225823	1.761172654	0.335461458	89.26	0.936965042	88.38268793	0.314365202	1.446807452	0.619913157	0.183154163	0.159527738	0.285540852	0.188470774	0.452774552	0.369259307	0.547225448	0.369259307
2013	Mar	3	p1	3	3.8815427	10	10.37215541	3.220583085	11	726	1	1.776859504	6	2.568070675	1.602520101	2	2.104683196	6	4.805578037	2.192162867	2.195521881	0.418194644	93.69	0.923752314	91.52119701	0.408990674	1.786531206	1.253218724	0.08	0.138564065	0.133191489	0.122155827	0.543617021	0.408634158	0.456382979	0.408634158
2013	Mar	3	p2	1	2	9	2.444094488	1.56336	7	1271	1	1.014948859	6	2.568070675	1.602520101	2	2.104683196	6	4.805578037	2.192162867	2.60994013	0.497131453	93.69	0.813154814	99.34640523	0.279213067	2.330727063	1.545937209	0.120907568	0.165560381	0.31583591	0.218149963	0.260351967	0.35197826	0.739648033	0.35197826
2013	Abr	4	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.808593591	0.725446398	87.25	0.997183099	87.81609195	0.174466849	3.634126742	1.032214018	0.206865937	0.239856151	0.151820065	0.188084512	0.062943262	0.208836697	0.937056738	0.208836697
2013	Abr	4	p2	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.560280572	0.297196299	87.25	0.8518725	85.71428571	0.170363525	1.389917047	0.133015311	NA	NA	NA	NA	NA	NA	NA	NA
2013	May	5	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.130516688	0.215336512	69.61	0.793209877	67.83216783	0.157383566	0.973133123	0.141552675	0.117561946	0.124169001	0.15879906	0.191271234	0.324751581	0.379835472	0.675248419	0.379835472
2013	May	5	p2	1	1.463276836	6	2.590973292	1.609650053	3	177	1	1.15819209	NA	NA	NA	NA	NA	NA	NA	NA	1.24268533	0.236701968	69.61	0.726794258	72.03389831	0.20339828	1.03928705	0.477323908	0.114285714	0.197948664	0.421052632	0.729284551	0.117073171	0.278669943	0.882926829	0.278669943
2013	Jun	6	p1	1	2.03514377	10	5.341709675	2.311213896	5	313	1	0.945686901	5	1.186143197	1.089102014	1	1.089456869	5	2.325305153	1.524895128	1.469284861	0.279863783	73.23	0.734351714	62.16216216	0.26349263	1.205792232	0.75315396	0.209558824	0.221413896	0.307457983	0.17988049	0.424655685	0.239545387	0.575344315	0.239545387
2013	Jun	6	p2	3	3.287878788	13	7.467092564	2.732598134	9	990	2	2.093939394	5	1.186143197	1.089102014	1	1.089456869	5	2.325305153	1.524895128	3.198027923	0.609148176	73.23	0.723161765	78.10218978	0.191458531	3.006569391	0.887492604	0.178967309	0.140620725	0.082740398	0.080024383	0.086476355	0.224957412	0.913523645	0.224957412
2013	Jul	7	p1	4	4.280172414	13	10.93975747	3.307530418	9	928	2	2.098060345	8	3.717450387	1.928069082	2	2.182112069	5	3.607576117	1.899362029	2.244660905	0.427554458	74.49	0.809606661	70.10309278	0.198647434	2.046013471	1.304462328	0.218866512	0.323581329	0.28183994	0.313008762	0.227170139	0.306853699	0.772829861	0.306853699
2013	Jul	7	p2	1	2.670175439	8	6.174460742	2.484846221	7	855	1	1.03625731	8	3.717450387	1.928069082	2	2.182112069	5	3.607576117	1.899362029	2.515743498	0.479189238	74.49	0.861904762	75.41666667	0.281866979	2.233876519	0.841635724	0.341993133	0.375623477	0.425228204	0.350344023	0.411808576	0.440740496	0.588191424	0.440740496
2013	Ago	8	p1	1	1.615969582	4	0.781763534	0.884173928	5	526	1	0.891634981	2	0.359663227	0.59971929	0	0.724334601	4	1.525768604	1.235220063	2.012427673	0.383319557	74.23	0.74491021	79.32011331	0.293314678	1.719112995	0.634436125	0	0	0	0	0.208955224	0.248468853	0.791044776	0.248468853
2013	Ago	8	p2	1	1.44516129	2	0.248596565	0.49859459	2	155	0	0.309677419	2	0.359663227	0.59971929	0	0.724334601	4	1.525768604	1.235220063	2.727051118	0.519438308	74.23	0.80270803	59.54198473	0.308372256	2.418678862	0.814465899	0.484090909	0.376052243	0.484090909	0.376052243	0.84516129	0.231929666	0.15483871	0.231929666
2013	Sep	9	p1	3	3.483271375	12	7.623786273	2.761120474	2	269	2	1.907063197	5	0.912972313	0.955495847	1	1.576208178	7	4.148088554	2.036685679	2.033332462	0.387301421	NA	0.689256199	64.1025641	0.294637292	1.738695169	0.963604273	0.163487738	0.231206577	0.163487738	0.231206577	0.157183908	0.258433734	0.842816092	0.258433734
2013	Sep	9	p2	1	1.25	2	0.19047619	0.43643578	3	64	1	0.8125	5	0.912972313	0.955495847	1	1.576208178	7	4.148088554	2.036685679	3.164824309	0.602823678	NA	0.694805195	70	0.248792226	2.916032083	1.205929369	0.888443018	0.650356638	0.888443018	0.650356638	0.3125	0.393397896	0.6875	0.393397896
2013	Oct	10	p1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	0.068965517	0.11945178	0.304259635	0.362873465	0.115	0.143745441	0.885	0.143745441
2013	Oct	10	p2	2	2.553324969	9	5.204753378	2.281392859	8	797	1	1.64868256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.60849598	NA	NA	NA	0.339853289	0.309212733	0.401599184	0.36379399	0.264563542	0.303570339	0.735436458	0.303570339
2013	Nov	11	p1	3	3.963414634	11	12.58301032	3.547253912	7	410	1	2.517073171	8	5.878680899	2.424599121	2	1.446341463	5	2.149925458	1.466262411	2.008958059	0.382658678	72.82	0.650957807	53.65853659	0.329542654	1.679415406	0.572410749	0.124481328	0.215607984	0.078431373	0.135847122	0.052835052	0.119821558	0.947164948	0.119821558
2013	Nov	11	p2	4	4.511066398	12	13.90763938	3.729294757	8	497	1	2.476861167	8	5.878680899	2.424599121	2	1.446341463	5	2.149925458	1.466262411	0.987150728	0.18802871	72.82	0.231578947	84.31372549	0.212145836	0.775004891	0.572796048	0.155976266	0.233966618	0.225481645	0.177511296	0.443214845	0.324182339	0.556785155	0.324182339
2013	Dic	12	p1	1	1.621832359	5	1.157491167	1.075867635	7	513	1	1.18128655	3	0.433867873	0.658686475	0	0.440545809	3	0.457884077	0.676671321	1.676363546	0.319307342	69.73	0.808563469	69.41176471	0.232498499	1.443865047	0.80844972	0.237870079	0.103291426	0.295528295	0.08563213	0.544998184	0.407474121	0.455001816	0.407474121
2013	Dic	12	p2	NA	NA	NA	NA	NA	0	0	NA	NA	3	0.433867873	0.658686475	0	0.440545809	3	0.457884077	0.676671321	2.949441271	0.561798337	69.73	0.765027046	NA	0.383523935	2.565917335	0.888722687	NA	NA	NA	NA	NA	NA	NA	NA
