Fecha arreglada	Fecha	Avistaje	MO	Individuo	Sexo	Categoria	Grupo	Duracion evento	Item
Jul-2009	13-Jul-2009	AV04507	MO04502	Nawal	M	AM	SJ1	1	Hojas
Jul-2009	13-Jul-2009	AV04507	MO04502	Nawal	M	AM	SJ1	5	Frutos
Jul-2009	13-Jul-2009	AV04507	MO04502	Nawal	M	AM	SJ1	5	Frutos
Jul-2009	13-Jul-2009	AV04507	MO04502	Nawal	M	AM	SJ1	1	Frutos
Jul-2009	13-Jul-2009	AV04507	MO04502	Nawal	M	AM	SJ1	1	Hojas
Jul-2009	13-Jul-2009	AV04507	MO04502	Nawal	M	AM	SJ1	5	Frutos
Jul-2009	13-Jul-2009	AV04507	MO04502	Nawal	M	AM	SJ1	6	Frutos
Jul-2009	13-Jul-2009	AV04507	MO04502	Nawal	M	AM	SJ1	6	Hojas
Jul-2009	15-Jul-2009	AV04509	MO04504	Kumanday	M	AM	SJ2	6	Hojas
Jul-2009	15-Jul-2009	AV04509	MO04504	Kumanday	M	AM	SJ2	6	Frutos
Jul-2009	15-Jul-2009	AV04509	MO04504	Kumanday	M	AM	SJ2	1	Hojas
Jul-2009	15-Jul-2009	AV04509	MO04504	Kumanday	M	AM	SJ2	20	Frutos
Jul-2009	15-Jul-2009	AV04509	MO04504	Kumanday	M	AM	SJ2	4	Frutos
Jul-2009	15-Jul-2009	AV04509	MO04504	Kumanday	M	AM	SJ2	1	Hojas
Jul-2009	15-Jul-2009	AV04509	MO04504	Kumanday	M	AM	SJ2	67	Frutos
Jul-2009	16-Jul-2009	AV04513	MO04505	Pepa	F	AFD	SJ1	5	Frutos
Jul-2009	16-Jul-2009	AV04513	MO04505	Pepa	F	AFD	SJ1	12	Frutos
Jul-2009	16-Jul-2009	AV04513	MO04505	Pepa	F	AFD	SJ1	4	Madera
Jul-2009	16-Jul-2009	AV04513	MO04505	Pepa	F	AFD	SJ1	2	Madera
Jul-2009	16-Jul-2009	AV04513	MO04505	Pepa	F	AFD	SJ1	2	Hojas
Jul-2009	16-Jul-2009	AV04513	MO04505	Pepa	F	AFD	SJ1	3	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	5	Frutos
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	1	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	1	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	4	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	4	Frutos
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	4	Frutos
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	1	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	1	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	1	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	4	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	3	Hojas
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	4	Frutos
Jul-2009	22-Jul-2009	AV04521	MO04511	Rasta	F	AF	SJ1	5	Frutos
Jul-2009	23-Jul-2009	AV04524	MO04512	Bachue	F	AFD	SJ1	3	Frutos
Jul-2009	23-Jul-2009	AV04524	MO04512	Bachue	F	AFD	SJ1	1	Madera
Jul-2009	23-Jul-2009	AV04524	MO04512	Bachue	F	AFD	SJ1	3	Madera
Jul-2009	23-Jul-2009	AV04524	MO04512	Bachue	F	AFD	SJ1	1	Madera
Jul-2009	23-Jul-2009	AV04524	MO04512	Bachue	F	AFD	SJ1	1	Hojas
Jul-2009	23-Jul-2009	AV04524	MO04512	Bachue	F	AFD	SJ1	7	Frutos
Jul-2009	23-Jul-2009	AV04524	MO04512	Bachue	F	AFD	SJ1	3	Frutos
Jul-2009	23-Jul-2009	AV04524	MO04512	Bachue	F	AFD	SJ1	2	Frutos
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	1	Frutos
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	1	Hojas
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	2	Frutos
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	1	Frutos
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	4	Hojas
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	1	Hojas
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	7	Hojas
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	3	Frutos
Jul-2009	24-Jul-2009	AV04526	MO04513	Nawal	M	AM	SJ1	4	Hojas
Jul-2009	27-Jul-2009	AV04532	MO04516	Dulima	F	AF	SJ1	6	Frutos
Jul-2009	27-Jul-2009	AV04532	MO04516	Dulima	F	AF	SJ1	1	Frutos
Jul-2009	27-Jul-2009	AV04532	MO04516	Dulima	F	AF	SJ1	8	Frutos
Jul-2009	27-Jul-2009	AV04532	MO04516	Dulima	F	AF	SJ1	8	Frutos
Jul-2009	27-Jul-2009	AV04532	MO04516	Dulima	F	AF	SJ1	12	Frutos
Jul-2009	27-Jul-2009	AV04532	MO04516	Violeta	F	AF	SJ1	3	Hojas
Jul-2009	27-Jul-2009	AV04532	MO04516	Violeta	F	AF	SJ1	6	Frutos
Jul-2009	27-Jul-2009	AV04532	MO04516	Violeta	F	AF	SJ1	11	Frutos
Jul-2009	27-Jul-2009	AV04532	MO04516	Violeta	F	AF	SJ1	2	Frutos
Jul-2009	27-Jul-2009	AV04532	MO04516	Violeta	F	AF	SJ1	2	Hojas
Jul-2009	27-Jul-2009	AV04532	MO04516	Violeta	F	AF	SJ1	8	Hojas
Aug-2009	14-Aug-2009	AV04548	MO04523	Kune	F	AF	SJ1	8	Frutos
Aug-2009	14-Aug-2009	AV04548	MO04523	Kune	F	AF	SJ1	1	Hojas
Aug-2009	14-Aug-2009	AV04548	MO04523	Kune	F	AF	SJ1	8	Hojas
Aug-2009	18-Aug-2009	AV04559	MO04527	Pepa	F	AFD	SJ1	2	Hojas
Aug-2009	18-Aug-2009	AV04559	MO04527	Pepa	F	AFD	SJ1	4	Frutos
Aug-2009	18-Aug-2009	AV04559	MO04527	Pepa	F	AFD	SJ1	3	Frutos
Aug-2009	18-Aug-2009	AV04559	MO04527	Pepa	F	AFD	SJ1	9	Hojas
Aug-2009	21-Aug-2009	AV04572	MO04530	Kumanday	M	AM	SJ2	3	Hojas
Aug-2009	21-Aug-2009	AV04572	MO04530	Kumanday	M	AM	SJ2	11	Hojas
Aug-2009	21-Aug-2009	AV04572	MO04530	Kumanday	M	AM	SJ2	4	Frutos
Aug-2009	21-Aug-2009	AV04572	MO04530	Kumanday	M	AM	SJ2	5	Frutos
Aug-2009	21-Aug-2009	AV04572	MO04530	Kumanday	M	AM	SJ2	5	Frutos
Aug-2009	21-Aug-2009	AV04572	MO04530	Kumanday	M	AM	SJ2	3	Hojas
Aug-2009	21-Aug-2009	AV04572	MO04530	Kumanday	M	AM	SJ2	5	Hojas
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	2	Hojas
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	2	Hojas
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	7	Frutos
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	8	Frutos
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	3	Frutos
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	21	Frutos
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	6	Frutos
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	1	Frutos
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	21	Frutos
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	4	Indeterminado
Jan-2010	7-Jan-2010	AV01654	MO01614	Bachue	F	AFD	SJ1	5	Frutos
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	2	Indeterminado
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	4	Frutos
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	2	Frutos
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	3	Hojas
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	8	Frutos
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	2	Flores
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	3	Frutos
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	4	Hojas
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	2	Hojas
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	1	Indeterminado
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	7	Frutos
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	1	Hojas
Jan-2010	8-Jan-2010	AV01657	MO01615	Wampi	M	AM	SJ1	4	Frutos
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	1	Frutos
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	6	Frutos
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	1	Hojas
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	1	Hojas
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	11	Frutos
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	1	Hojas
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	22	Hojas
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	5	Frutos
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	1	Frutos
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	3	Hojas
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	3	Hojas
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	1	Frutos
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	2	Frutos
Jan-2010	11-Jan-2010	AV01660	MO01618	Nawal	M	AM	SJ1	2	Frutos
Jan-2010	12-Jan-2010	AV01664	MO01619	Kune	F	AF	SJ1	3	Hojas
Jan-2010	12-Jan-2010	AV01664	MO01619	Kune	F	AF	SJ1	4	Hojas
Jan-2010	12-Jan-2010	AV01664	MO01619	Kune	F	AF	SJ1	4	Frutos
Jan-2010	12-Jan-2010	AV01664	MO01619	Kune	F	AF	SJ1	3	Hojas
Jan-2010	12-Jan-2010	AV01664	MO01619	Kune	F	AF	SJ1	2	Frutos
Jan-2010	12-Jan-2010	AV01664	MO01619	Kune	F	AF	SJ1	1	Hojas
Jan-2010	12-Jan-2010	AV01664	MO01619	Kune	F	AF	SJ1	28	Hojas
Jan-2010	12-Jan-2010	AV01664	MO01619	Kune	F	AF	SJ1	19	Flores
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	7	Flores
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	15	Flores
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	9	Flores
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	1	Hojas
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	8	Hojas
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	4	Frutos
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	6	Hojas
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	10	Frutos
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	2	Hojas
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	2	Hojas
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	4	Frutos
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	2	Hojas
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	5	Frutos
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	22	Frutos
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	6	Frutos
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	7	Frutos
Jan-2010	13-Jan-2010	AV01666	MO01620	Kune	F	AF	SJ1	6	Frutos
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	1	Hojas
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	1	Frutos
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	10	Frutos
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	10	Frutos
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	3	Flores
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	1	Hojas
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	2	Frutos
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	5	Hojas
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	3	Hojas
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	6	Frutos
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	5	Frutos
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	1	Hojas
Jan-2010	14-Jan-2010	AV01700	MO01621	Kune	F	AF	SJ1	23	Frutos
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	7	Hojas
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	2	Frutos
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	1	Frutos
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	25	Madera
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	17	Hojas
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	5	Hojas
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	1	Indeterminado
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	2	Frutos
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	8	Frutos
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	1	Frutos
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	10	Frutos
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	6	Hojas
Jan-2010	16-Jan-2010	AV01705	MO01623	Violeta	F	AF	SJ1	5	Frutos
Jan-2010	17-Jan-2010	AV01708	MO01624	Kune	F	AF	SJ1	9	Frutos
Jan-2010	17-Jan-2010	AV01708	MO01624	Kune	F	AF	SJ1	1	Frutos
Jan-2010	17-Jan-2010	AV01708	MO01624	Kune	F	AF	SJ1	1	Hojas
Jan-2010	17-Jan-2010	AV01708	MO01624	Kune	F	AF	SJ1	3	Frutos
Jan-2010	17-Jan-2010	AV01708	MO01624	Kune	F	AF	SJ1	5	Frutos
Jan-2010	17-Jan-2010	AV01708	MO01624	Kune	F	AF	SJ1	18	Frutos
Jan-2010	17-Jan-2010	AV01708	MO01624	Kune	F	AF	SJ1	4	Hojas
Jan-2010	17-Jan-2010	AV01708	MO01624	Kune	F	AF	SJ1	11	Frutos
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	1	Hojas
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	1	Otros
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	4	Hojas
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	1	Hojas
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	1	Hojas
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	2	Hojas
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	12	Frutos
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	3	Hojas
Jan-2010	18-Jan-2010	AV01710	MO01625	Roko	M	SAM	SJ1	23	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	12	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	24	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	2	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	7	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	2	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	3	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	1	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	3	Hojas
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	1	Hojas
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	10	Hojas
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	2	Hojas
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	1	Otros
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	3	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	12	Hojas
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	3	Hojas
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	3	Frutos
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	8	Hojas
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	18	Hojas
Jan-2010	19-Jan-2010	AV01711	MO01626	Poleko	M	AM	SJ1	7	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	4	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	2	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	4	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	7	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	6	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	3	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	1	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	3	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	1	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	1	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	8	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	5	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	11	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	6	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	2	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	10	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	69	Indeterminado
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	3	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	2	Otros
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	2	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	1	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	2	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	11	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	14	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	7	Frutos
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	8	Hojas
Jan-2010	21-Jan-2010	AV01715	MO01628	Dulima	F	AF	SJ1	11	Frutos
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	2	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	6	Frutos
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	11	Frutos
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	5	Frutos
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	6	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	3	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	3	Otros
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	7	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	3	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	2	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	14	Madera
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	1	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	7	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	3	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	5	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	1	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	5	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	2	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	3	Otros
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	2	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	1	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	19	Frutos
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	9	Hojas
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	2	Frutos
Jan-2010	22-Jan-2010	AV01716	MO01629	Dulima	F	AF	SJ1	18	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	1	Otros
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	3	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	3	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	2	Hojas
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	1	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	15	Hojas
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	3	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	3	Hojas
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	16	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	1	Hojas
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	4	Hojas
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	9	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	5	Hojas
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	2	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	4	Frutos
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	4	Hojas
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	1	Indeterminado
Jan-2010	23-Jan-2010	AV01717	MO01630	Kumanday	M	AM	SJ2	7	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	8	Frutos
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	1	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	2	Frutos
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	1	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	9	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	1	Otros
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	7	Frutos
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	7	Flores
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	2	Frutos
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	9	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	4	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	8	Frutos
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	1	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	3	Frutos
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	6	Frutos
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	2	Frutos
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	2	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	4	Hojas
Jan-2010	25-Jan-2010	AV01720	MO01632	Pepa	F	AFD	SJ1	8	Hojas
